,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Score_index_before,Pt_P1_before,Pt_P2_before,Gm_P1_before,Gm_P2_before,Set_P1_before,Set_P2_before,first_serve,P1_serving,game_type,Score_index_after,Pt_P1_after,Pt_P2_after,Gm_P1_after,Gm_P2_after,Set_P1_after,Set_P2_after,ResultOld,Bounce (x)Old,Bounce (y)Old,ShotOld,Result2,comment,Hit (x)Old,Hit (y)Old,W_UE,rally_length,rally_length_custom,BP,srv_from,srv_to,shot_from,shot_to,desc1,desc2,desc3,desc4,desc5,P_FH-Line,P_FH-Line_W_UE,P_FH-Middle,P_FH-Middle_W_UE,P_FH-Cross,P_FH-Cross_W_UE,P_FH-II,P_FH-II_W_UE,P_FH-IO,P_FH-IO_W_UE,P_FH-IM,P_FH-IM_W_UE,P_FH-D,P_FH-D_W_UE,P_FH-Cross-Pass,P_FH-Cross-Pass_W_UE,P_FH-Middle-Pass,P_FH-Middle-Pass_W_UE,P_FH-Line-Pass,P_FH-Line-Pass_W_UE,P_BH-Line,P_BH-Line_W_UE,P_BH-Middle,P_BH-Middle_W_UE,P_BH-Cross,P_BH-Cross_W_UE,P_BH-Slice,P_BH-Slice_W_UE,P_BH-D,P_BH-D_W_UE,P_BH-Cross-Pass,P_BH-Cross-Pass_W_UE,P_BH-Middle-Pass,P_BH-Middle-Pass_W_UE,P_BH-Line-Pass,P_BH-Line-Pass_W_UE,P_VOL,P_VOL_W_UE,P_SMA,P_SMA_W_UE,O_FH-Line,O_FH-Line_W_UE,O_FH-Middle,O_FH-Middle_W_UE,O_FH-Cross,O_FH-Cross_W_UE,O_FH-II,O_FH-II_W_UE,O_FH-IO,O_FH-IO_W_UE,O_FH-IM,O_FH-IM_W_UE,O_FH-D,O_FH-D_W_UE,O_FH-Cross-Pass,O_FH-Cross-Pass_W_UE,O_FH-Middle-Pass,O_FH-Middle-Pass_W_UE,O_FH-Line-Pass,O_FH-Line-Pass_W_UE,O_BH-Line,O_BH-Line_W_UE,O_BH-Middle,O_BH-Middle_W_UE,O_BH-Cross,O_BH-Cross_W_UE,O_BH-Slice,O_BH-Slice_W_UE,O_BH-D,O_BH-D_W_UE,O_BH-Cross-Pass,O_BH-Cross-Pass_W_UE,O_BH-Middle-Pass,O_BH-Middle-Pass_W_UE,O_BH-Line-Pass,O_BH-Line-Pass_W_UE,O_VOL,O_VOL_W_UE,O_SMA,O_SMA_W_UE
400,Player,0,none,Backhand,Flat,57.113247,137,0.0,0.0,no_mans_land,ad,near,-0.941706,0.503336,no_mans_land,ad_alley,far,5.331461,23.652155,1.263869,down the line,In,False,15:46:07,3735.459961,1,,,,,,,,True,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Opponent,1,first_serve,Serve,Slice,117.997711,138,0.0,0.0,service_box,ad,far,3.0142,15.511965,no_mans_land,ad,near,-0.941706,-0.021911,2.422542,out wide,In,False,15:46:24,3751.879883,1,71.0,2.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,72.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,7.0,7.0,False,ad,wide,,,,,,,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,UE,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
402,Player,2,return,Backhand,Topspin,60.14019,138,0.0,0.0,no_mans_land,deuce,near,0.465573787,1.643224,no_mans_land,ad,far,3.574998,21.40547,1.066633,down the line,In,False,15:46:25,3752.879883,1,71.0,2.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,72.0,3.0,3.0,2.0,1.0,0.0,0.0,,3.574998,1.643224,,,,,,,7.0,7.0,False,ad,wide,ad,middle,BH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Opponent,3,serve_plus_one,Forehand,Topspin,81.56337,138,0.0,0.0,no_mans_land,deuce,far,-4.05586,20.2026,no_mans_land,deuce,near,0.464555,1.636749,0.507624,cross court,In,False,15:46:26,3753.73999,1,71.0,2.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,72.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,7.0,7.0,False,ad,wide,deuce,deuce,FH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Player,4,return_plus_one,Forehand,Flat,67.748688,138,0.0,0.0,service_box,ad,near,-3.24774,5.696732,out,deuce_alley,far,-4.795596,26.162203,1.059066,down the line,In,False,15:46:27,3755.040039,1,71.0,2.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,72.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,7.0,7.0,False,ad,wide,deuce,ad,FH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Opponent,5,in_play,Backhand,Topspin,63.695816,138,0.0,0.0,service_box,ad,far,2.047106,14.87055,out,ad,near,-2.489892,-0.723202,0.630715,cross court,In,False,15:46:28,3756.300049,1,71.0,2.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,72.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,7.0,7.0,False,ad,wide,ad,ad,BH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Player,6,in_play,Backhand,Topspin,75.553482,138,0.0,0.0,no_mans_land,deuce,near,1.050317,4.438584,no_mans_land,ad,far,3.719107,23.042921,0.738233,down the line,In,False,15:46:30,3758.280029,1,71.0,2.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,72.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,7.0,7.0,False,ad,wide,ad,deuce,BH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Opponent,7,in_play,Forehand,Topspin,91.512657,138,0.0,0.0,service_box,deuce,near,0.148375,11.328835,no_mans_land,deuce,near,0.922009,3.083169,0.39085,cross court,Net,False,15:46:31,3759.199951,1,71.0,2.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,72.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,UE,7.0,7.0,False,ad,wide,deuce,middle,FH,Middle,,APP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Player,0,return,Backhand,Topspin,67.424767,139,0.0,0.0,out,ad,far,2.428519,24.191984,no_mans_land,deuce,far,-0.702795,24.811842,1.704192,inside in,Net,False,15:47:10,3797.679932,2,72.0,3.0,3.0,2.0,1.0,0.0,0.0,True,False,1.0,73.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,2.0,,,,,,1.0,1.0,False,deuce,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Opponent,1,first_serve,Serve,Slice,129.744247,139,0.0,0.0,service_box,ad,far,-0.1,17.87,no_mans_land,deuce,near,0.410405,0.157453,2.379584,down the T,In,False,15:47:09,3796.840088,2,72.0,3.0,3.0,2.0,1.0,0.0,0.0,True,False,1.0,73.0,3.0,4.0,2.0,1.0,0.0,0.0,Out,1.266131,15.641245,,,,,,W,1.0,1.0,False,deuce,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
410,Opponent,1,first_serve,Serve,Flat,116.473961,140,0.0,0.0,service_box,deuce,near,2.274506,9.90654,no_mans_land,ad,near,-0.454162,0.419865,2.38965,out wide,Net,False,15:47:42,3830.100098,-2,73.0,3.0,4.0,2.0,1.0,0.0,0.0,True,False,1.0,73.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,ad,body,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
411,Opponent,1,second_serve,Serve,Flat,116.181801,141,0.0,0.0,service_box,ad,far,0.94949,14.397512,no_mans_land,ad,near,-1.009302,0.714611,2.584155,down the T,In,False,15:47:58,3846.040039,1,73.0,3.0,4.0,2.0,1.0,0.0,0.0,False,False,1.0,74.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,5.0,4.0,False,ad,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,W_or_F,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,FE,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
412,Player,2,return,Forehand,Topspin,88.06752,141,0.0,0.0,no_mans_land,ad,near,-1.307974,5.117196,no_mans_land,ad,far,1.428201,24.201654,1.077396,inside out,In,False,15:47:59,3846.879883,1,73.0,3.0,4.0,2.0,1.0,0.0,0.0,False,False,1.0,74.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,5.0,4.0,False,ad,T,ad,middle,FH,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Opponent,3,serve_plus_one,Backhand,Topspin,61.686081,141,0.0,0.0,service_box,ad,far,3.012932,15.536996,no_mans_land,ad,near,-1.729965,1.226389,0.553232,cross court,In,False,15:48:00,3847.939941,1,73.0,3.0,4.0,2.0,1.0,0.0,0.0,False,False,1.0,74.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,5.0,4.0,False,ad,T,ad,ad,BH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Player,4,return_plus_one,Backhand,Flat,87.844978,141,0.0,0.0,no_mans_land,ad,near,-1.493184,3.348558,no_mans_land,ad_alley,far,4.66991,23.732569,0.868889,down the line,In,False,15:48:02,3849.560059,1,73.0,3.0,4.0,2.0,1.0,0.0,0.0,False,False,1.0,74.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,F,5.0,4.0,False,ad,T,ad,ad,BH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Opponent,5,in_play,Backhand,Topspin,88.41391,141,0.0,0.0,no_mans_land,deuce_alley,far,-5.420353,19.302313,no_mans_land,ad,near,-2.265279,-0.343239,0.641997,down the line,Out,False,15:48:03,3850.540039,1,73.0,3.0,4.0,2.0,1.0,0.0,0.0,False,False,1.0,74.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,FE,5.0,4.0,False,ad,T,ad,deuce,BH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Opponent,1,first_serve,Serve,Kick,145.621445,142,0.0,0.0,service_box,ad,near,-0.562275,11.485342,no_mans_land,deuce,near,0.489361,0.127373,2.480546,down the T,Net,False,15:48:35,3883.47998,-2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,True,False,1.0,74.0,3.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,,-1.0,-1.0,False,deuce,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
417,Opponent,0,in_play,Backhand,Topspin,84.148338,143,0.0,0.0,no_mans_land,ad_alley,far,4.695184,21.140553,out,ad,near,-4.004753,-1.811285,0.903279,down the line,Out,False,15:49:06,3913.580078,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,11.0,,,,,,10.0,10.0,False,deuce,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Opponent,1,second_serve,Serve,Kick,135.724396,143,0.0,0.0,service_box,deuce,far,-2.714646,17.932081,no_mans_land,deuce,near,0.245171,0.446055,2.528323,out wide,In,False,15:48:53,3900.699951,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,,,,,,,,10.0,UE,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,3.0,,9.0,,7.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
419,Player,2,return,Forehand,Flat,82.604385,143,0.0,0.0,service_box,deuce,near,0.92391,6.158151,out,deuce,far,-4.051393,25.473768,0.979401,cross court,In,False,15:48:54,3901.699951,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,deuce,middle,FH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Opponent,3,serve_plus_one,Forehand,Topspin,84.839363,143,0.0,0.0,no_mans_land,deuce,far,-3.059533,19.052876,no_mans_land,deuce,near,1.577819,0.554129,0.690602,cross court,In,False,15:48:55,3902.73999,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,deuce,deuce,FH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Player,4,return_plus_one,Forehand,Topspin,97.485588,143,0.0,0.0,no_mans_land,deuce,near,0.644542,2.948148,out,deuce,far,-3.873501,25.976833,1.010776,cross court,In,False,15:48:56,3903.939941,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,deuce,middle,FH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Opponent,5,in_play,Forehand,Topspin,81.247276,143,0.0,0.0,no_mans_land,ad,far,2.483202,19.921543,no_mans_land,deuce,near,0.674017,0.139686,0.614867,down the line,In,False,15:48:57,3905.040039,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,deuce,ad,FH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Player,6,in_play,Backhand,Topspin,79.8339,143,0.0,0.0,no_mans_land,ad,near,-0.285291,3.831882,out,ad,far,2.221324,26.091816,0.897347,cross court,In,False,15:48:58,3906.439941,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,ad,middle,BH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Opponent,7,in_play,Forehand,Topspin,76.678787,143,0.0,0.0,service_box,ad,far,2.940908,16.126255,out,ad,near,-0.688474,-0.647114,0.817724,inside out,In,False,15:49:00,3907.939941,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,ad,ad,FH,IO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Player,8,in_play,Backhand,Topspin,78.912872,143,0.0,0.0,no_mans_land,ad,near,-0.729753,2.979746,out,ad,far,4.024822,25.392614,0.788465,cross court,In,False,15:49:01,3909.300049,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,ad,middle,BH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Opponent,9,in_play,Forehand,Topspin,82.403702,143,0.0,0.0,service_box,deuce,far,-2.080753,18.077669,out,ad,near,-1.182251,-1.230037,0.676953,inside in,In,False,15:49:03,3910.699951,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,,,10.0,10.0,False,deuce,wide,ad,deuce,FH,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Player,10,in_play,Forehand,Topspin,79.669128,143,0.0,0.0,no_mans_land,ad,near,-4.61,2.846137,out,deuce,far,-2.392094,26.717768,0.733642,down the line,Out,False,15:49:04,3912.139893,2,74.0,3.0,3.0,2.0,1.0,0.0,0.0,False,False,1.0,75.0,3.0,4.0,2.0,1.0,0.0,0.0,In,-4.059031,2.846137,,,,,,UE,10.0,10.0,False,deuce,wide,deuce,ad,FH,Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Opponent,1,first_serve,Serve,Flat,136.976715,144,0.0,0.0,service_box,ad,far,0.690379,16.179382,no_mans_land,ad,near,-1.059209,-0.110343,2.519405,down the T,In,False,15:49:44,3952.23999,2,75.0,3.0,4.0,2.0,1.0,0.0,0.0,True,False,1.0,76.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,F,2.0,1.0,False,ad,T,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
429,Player,2,return,Forehand,Flat,104.844154,144,0.0,0.0,service_box,ad,far,0.52347,17.422789,out,ad,far,1.247362,25.360746,0.987245,inside out,Net,False,15:49:45,3953.199951,2,75.0,3.0,4.0,2.0,1.0,0.0,0.0,True,False,1.0,76.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,FE,2.0,1.0,False,ad,T,ad,middle,FH,IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Player,0,in_play,FH Volley,Flat,28.618742,145,0.0,0.0,service_box,deuce_alley,far,-4.57346,15.8512,service_box,deuce_alley,far,-4.57346,17.059988,2.135948,cross court,Net,False,15:50:24,3991.879883,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,,,,7.0,,,,,,6.0,4.0,False,deuce,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Player,0,in_play,FH Volley,Flat,40.418251,145,0.0,0.0,service_box,ad_alley,near,-5.41628,10.052987,service_box,deuce_alley,far,-5.307273,17.122873,1.555272,down the line,Out,False,15:50:25,3992.679932,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,,,,8.0,,,,,,6.0,4.0,False,deuce,wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Player,1,first_serve,Serve,Flat,167.183121,145,0.0,0.0,no_mans_land,deuce,near,2.866666667,6.87,no_mans_land,deuce,far,-0.924953,24.446817,2.634921,out wide,In,False,15:50:17,3985.379883,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,Out,2.960944,3.790298,,,,,,,6.0,4.0,False,deuce,wide,,,,,,,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,W_or_F,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,W_or_F,0.0,,0.0,,0.0,,0.0,
433,Opponent,2,return,Forehand,Flat,66.865662,145,0.0,0.0,service_box,deuce,far,0.1,16.07,out,deuce_alley,near,4.446512,-1.102106,0.845016,down the line,In,False,15:50:18,3986.139893,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,,-2.00716,14.130397,2.0,,,,,,6.0,4.0,False,deuce,wide,deuce,middle,FH,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Player,3,serve_plus_one,Forehand,Flat,98.536209,145,0.0,0.0,no_mans_land,ad,near,-1.406341,4.076733,no_mans_land,deuce,far,-0.80934,22.744658,0.783276,down the line,In,False,15:50:20,3987.800049,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,,,,3.0,,,,,,6.0,4.0,False,deuce,wide,deuce,ad,FH,Line,,APP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Opponent,4,return_plus_one,Backhand,Topspin,62.651932,145,0.0,0.0,service_box,ad,far,1.127599,15.332982,no_mans_land,ad,near,-2.085476,-0.319579,0.296243,cross court,In,False,15:50:21,3988.840088,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,,,,4.0,,,,,W,6.0,4.0,False,deuce,wide,ad,ad,BH,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Player,5,in_play,BH Volley,Flat,29.268389,145,0.0,0.0,no_mans_land,ad,near,-0.899542,3.022491,service_box,ad,far,1.127599,16.541771,1.406918,cross court,In,False,15:50:22,3989.780029,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,,,,5.0,,,,,,6.0,4.0,False,deuce,wide,ad,ad,bVOL,Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Opponent,6,in_play,Forehand,Topspin,69.381081,145,0.0,0.0,no_mans_land,deuce_alley,far,-3.666666667,13.27,no_mans_land,ad,near,-0.883682,0.841405,0.74478,inside in,In,False,15:50:23,3991.0,2,76.0,0.0,0.0,2.0,2.0,0.0,0.0,True,True,1.0,77.0,0.0,1.0,2.0,2.0,0.0,0.0,Out,-4.28526,18.829731,6.0,,,,,W,6.0,4.0,False,deuce,wide,ad,deuce,FH,II,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Player,0,none,Forehand,Topspin,78.230186,146,0.0,0.0,no_mans_land,ad,near,-0.819914,5.312463,no_mans_land,deuce,far,-1.032395,22.700989,1.470638,down the line,In,False,15:50:32,4000.080078,1,,,,,,,,True,,,,,,,,,,,,,0.0,,cancelled,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Opponent,0,none,Backhand,Topspin,67.352295,146,0.0,0.0,service_box,ad,far,1.708079,15.696874,out,ad,near,-2.142664,-0.966325,0.50532,cross court,In,False,15:50:33,4001.47998,1,,,,,,,,True,,,,,,,,,,,,,1.0,,cancelled,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
